Article,Serial,Batch,New Fixture,Status,Quantity
CRB4209958,SHO400,,UJ Bridal WB Vendome,Available,1
CRB4209958,SQN073,,UJ Bridal WB Vendome,Available,1
CRB4209959,SHO442,,UJ Bridal WB Vendome,Available,1
CRB4209964,AEL289,,UJ Bridal WB Vendome,Available,1
CRB4210162,PMF446,,UJ Bridal WB PG,Available,1
CRB4210354,LBR777,,UJ Bridal WB PG,Available,1
CRB4210355,PMJ405,,C006,Available,1
CRB4210355,QOP217,,UJ Bridal WB PG,Available,1
CRB4210357,MXJ420,,UJ Bridal WB PG,Available,1
CRB4210358,QVA105,,UJ Bridal WB PG,Available,1
CRB4210359,SUW162,,UJ Bridal WB PG,Available,1
CRB4210360,SMM476,,UJ Bridal WB PG,Available,1
CRB4210361,QSR431,,UJ Bridal WB PG,Available,1
CRB4210362,REN780,,UJ Bridal WB PG,Available,1
CRB4210447,SYU794,,UJ Bridal DER,Available,1
CRB4210448,OEH505,,UJ Bridal DER,Available,1
CRB4210450,SBC041,,UJ Bridal DER,Available,1
CRB4210451,THD714,,UJ Bridal DER,Available,1
CRB4210453,SIZ397,,UJ Bridal DER,Available,1
CRB4210545,RDT641,,UJ Bridal DER,Available,1
CRB4210546,PCQ193,,UJ Bridal DER,Available,1
CRB4210548,SUS187,,UJ Bridal DER,Available,1
CRB4210549,NPQ117,,UJ Bridal DER,Available,1
CRB4210550,RXJ567,,UJ Bridal DER,Available,1
CRB4210552,SYU815,,UJ Bridal DER,Available,1
CRB4210648,DBZ104,,UJ Bridal DER,Available,1
CRB4210758,PJU770,,UJ Bridal DER,Available,1
CRB4210758,QNJ432,,UJ Bridal DER,Available,1
CRB4210760,SLZ763,,UJ Bridal DER,Available,1
CRB4210763,QIP907,,UJ Bridal DER,Available,1
CRB4210764,OLG513,,UJ Bridal DER,Available,1
CRB4210852,PXK444,,C008,Available,1
CRB4210948,DNM365,,UJ Clou,Available,1
CRB4210957,RAQ479,,C008,Available,1
CRB4210958,RRB581,,H12,Available,1
CRB4211052,POF455,,W03,Available,1
CRB4211847,TJE494,,UJ Clou,Available,1
CRB4211849,ONV132,,UJ Clou,Available,1
CRB4211850,ROC629,,UJ Clou,Available,1
CRB4211851,QLT750,,UJ Clou,Available,1
CRB4211851,RCD694,,UJ Clou,Available,1
CRB4211853,SKJ704,,UJ Clou,Available,1
CRB4211853,SZJ516,,UJ Clou,Available,1
CRB4212048,SXD216,,UJ Bridal DER,Available,1
CRB4212050,SYU801,,UJ Bridal DER,Available,1
CRB4212052,SYU754,,UJ Bridal DER,Available,1
CRB4216949,PVO991,,UJ Clou,Available,1
CRB4216950,SUF800,,UJ Clou,Available,1
CRB4216951,TDP446,,UJ Clou,Available,1
CRB4216952,SWH641,,UJ Clou,Available,1
CRB4216953,TFK487,,UJ Clou,Available,1
CRB4216954,PBB925,,UJ Clou,Available,1
CRB4216954,QEX831,,C009,Available,1
CRB4216954,QEX836,,UJ Clou,Available,1
CRB4216955,QEX284,,UJ Clou,Available,1
CRB4216955,SUG176,,UJ Clou,Available,1
CRB4216956,TDP438,,UJ Clou,Available,1
CRB4216956,TDP572,,UJ Clou,Available,1
CRB4216957,TOL466,,UJ Clou,Available,1
CRB4216958,TDO770,,UJ Clou,Available,1
CRB4218051,TUZ595,,UJ Love Ring SM YG,Available,1
CRB4218053,SQQ479,,C021,Available,1
CRB4218055,QKV942,,UJ Love Ring SM YG,Available,1
CRB4218147,SSV796,,UJ Love Ring PG,Available,1
CRB4218149,TDL212,,C023,Available,1
CRB4218152,TUZ674,,UJ Love Ring PG,Available,1
CRB4218155,RYI956,,C024,Available,1
CRB4218249,NTH635,,UJ Love Ring SM WG,Available,1
CRB4218250,TQI848,,UJ Love Ring SM WG,Available,1
CRB4218251,QFC787,,UJ Love Ring SM WG,Available,1
CRB4218252,PFF590,,C022,Available,1
CRB4221452,POO041,,H02,Available,1
CRB4221454,RNN047,,UJ Panthere Ring,Available,1
CRB4221456,RVU982,,UJ Panthere Ring,Available,1
CRB4221457,RDP173,,S05,Available,1
CRB4221458,MAR658,,C013,Available,1
CRB4221751,MZU385,,C013,Available,1
CRB4221756,RVW064,,S05,Available,1
CRB4221855,ISJ614,,C005,Available,1
CRB4221949,RNL560,,C006,Available,1
CRB4222557,OZR148,,UJ Bridal WB Vendome,Available,1
CRB4222561,TDB615,,C006,Available,1
CRB4222562,TOY638,,UJ Bridal WB Vendome,Available,1
CRB4224256,TJN659,,UJ Bridal WB PG,Available,1
CRB4224257,SZM437,,UJ Bridal WB PG,Available,1
CRB4224258,RYG255,,UJ Bridal WB PG,Available,1
CRB4224258,SLH266,,C006,Available,1
CRB4224259,TOY667,,UJ Bridal WB PG,Available,1
CRB4224262,SGA778,,UJ Bridal WB PG,Available,1
CRB4224263,RSA617,,UJ Bridal WB PG,Available,1
CRB4224362,RDZ403,,UJ Bridal WB PG,Available,1
CRB4224366,TMH631,,UJ Bridal WB PG,Available,1
CRB4225551,PTI087,,H13,Available,1
CRB4225847,TDH328,,UJ Clou Ring,Available,1
CRB4225848,TIE048,,UJ Clou Ring,Available,1
CRB4225849,TVQ025,,UJ Clou Ring,Available,1
CRB4225850,QIO275,,UJ Clou Ring,Available,1
CRB4225850,TIF703,,UJ Clou Ring,Available,1
CRB4225850,TIF707,,UJ Clou Ring,Available,1
CRB4225850,TMF461,,UJ Clou Ring,Available,1
CRB4225851,RUZ048,,UJ Clou Ring,Available,1
CRB4225851,SMC576,,UJ Clou Ring,Available,1
CRB4225851,TPS426,,UJ Clou Ring,Available,1
CRB4225852,SHJ957,,UJ Clou Ring,Available,1
CRB4225852,SHJ962,,UJ Clou Ring,Available,1
CRB4225852,SQR328,,UJ Clou Ring,Available,1
CRB4225852,TMW448,,UJ Clou Ring,Available,1
CRB4225853,QIO471,,UJ Clou Ring,Available,1
CRB4225853,TCA471,,UJ Clou Ring,Available,1
CRB4225853,TCA483,,UJ Clou Ring,Available,1
CRB4225853,TCA642,,UJ Clou Ring,Available,1
CRB4225854,SLS185,,UJ Clou Ring,Available,1
CRB4225854,TVP837,,UJ Clou Ring,Available,1
CRB4225855,SWB946,,UJ Clou Ring,Available,1
CRB4225855,TIE236,,UJ Clou Ring,Available,1
CRB4225856,RZG824,,UJ Clou Ring,Available,1
CRB4225856,SLT742,,UJ Clou Ring,Available,1
CRB4225856,SWB690,,UJ Clou Ring,Available,1
CRB4225857,TDH803,,UJ Clou Ring,Available,1
CRB4225857,TDI145,,UJ Clou Ring,Available,1
CRB4225857,TMD743,,UJ Clou Ring,Available,1
CRB4225858,SZA312,,UJ Clou Ring,Available,1
CRB4225858,TPR858,,UJ Clou Ring,Available,1
CRB4225860,TVO766,,UJ Clou Ring,Available,1
CRB4225861,TDG948,,UJ Clou Ring,Available,1
CRB4225862,QLM829,,,Available,1
CRB4225862,TVP289,,UJ Clou Ring,Available,1
CRB4225946,TDG702,,UJ Clou Ring,Available,1
CRB4225947,SLS519,,UJ Clou Ring,Available,1
CRB4225947,SWC076,,UJ Clou Ring,Available,1
CRB4225948,TIG536,,UJ Clou Ring,Available,1
CRB4225948,TIG778,,UJ Clou Ring,Available,1
CRB4225949,TIF354,,UJ Clou Ring,Available,1
CRB4225949,TYY073,,UJ Clou Ring,Available,1
CRB4225950,SLU388,,UJ Clou Ring,Available,1
CRB4225951,ROX633,,UJ Clou Ring,Available,1
CRB4225951,TTZ506,,UJ Clou Ring,Available,1
CRB4225951,TTZ509,,UJ Clou Ring,Available,1
CRB4225951,TTZ632,,UJ Clou Ring,Available,1
CRB4225952,SBG532,,UJ Clou Ring,Available,1
CRB4225952,SBG575,,UJ Clou Ring,Available,1
CRB4225952,TIH709,,UJ Clou Ring,Available,1
CRB4225952,TKN195,,UJ Clou Ring,Available,1
CRB4225953,TIG327,,S01,Available,1
CRB4225953,TIG507,,UJ Clou Ring,Available,1
CRB4225953,TKM487,,UJ Clou Ring,Available,1
CRB4225953,TMF686,,UJ Clou Ring,Available,1
CRB4225953,TMY446,,UJ Clou Ring,Available,1
CRB4225953,TMY573,,UJ Clou Ring,Available,1
CRB4225953,TMY574,,UJ Clou Ring,Available,1
CRB4225954,TII988,,UJ Clou Ring,Available,1
CRB4225954,TPU116,,UJ Clou Ring,Available,1
CRB4225954,TUA206,,UJ Clou Ring,Available,1
CRB4225954,TUA406,,UJ Clou Ring,Available,1
CRB4225954,TUA525,,UJ Clou Ring,Available,1
CRB4225955,SKG999,,UJ Clou Ring,Available,1
CRB4225955,TOH137,,UJ Clou Ring,Available,1
CRB4225955,TPU799,,UJ Clou Ring,Available,1
CRB4225955,TTZ773,,UJ Clou Ring,Available,1
CRB4225955,TTZ777,,UJ Clou Ring,Available,1
CRB4225956,TMF308,,UJ Clou Ring,Available,1
CRB4225956,TMF356,,UJ Clou Ring,Available,1
CRB4225956,TTY631,,UJ Clou Ring,Available,1
CRB4225957,TMF049,,UJ Clou Ring,Available,1
CRB4225957,TMF110,,UJ Clou Ring,Available,1
CRB4225959,TTY601,,UJ Clou Ring,Available,1
CRB4225961,TVP332,,UJ Clou Ring,Available,1
CRB4226046,UCP068,,UJ Clou Ring,Available,1
CRB4226047,TID394,,UJ Clou Ring,Available,1
CRB4226048,TVP587,,UJ Clou Ring,Available,1
CRB4226049,SLR424,,UJ Clou Ring,Available,1
CRB4226049,SYZ422,,UJ Clou Ring,Available,1
CRB4226049,TFI307,,UJ Clou Ring,Available,1
CRB4226050,QEU284,,UJ Clou Ring,Available,1
CRB4226050,TMD894,,UJ Clou Ring,Available,1
CRB4226052,SZA552,,UJ Clou Ring,Available,1
CRB4226053,SLR127,,UJ Clou Ring,Available,1
CRB4226053,SZA515,,UJ Clou Ring,Available,1
CRB4226054,STY729,,UJ Clou Ring,Available,1
CRB4226055,QGD928,,UJ Clou Ring,Available,1
CRB4226055,TID659,,UJ Clou Ring,Available,1
CRB4226056,TPS334,,UJ Clou Ring,Available,1
CRB4226057,TOE827,,UJ Clou Ring,Available,1
CRB4226058,TDH816,,UJ Clou Ring,Available,1
CRB4226059,SSN373,,UJ Clou Ring,Available,1
CRB4226061,TFI075,,UJ Clou Ring,Available,1
CRB4227456,PUL754,,UJ Clou Ring,Available,1
CRB4227855,TUR088,,UJ Love Ring SM YG,Available,1
CRB4227862,TMO869,,UJ Love Ring SM YG,Available,1
CRB4227863,RTI454,,H11,Available,1
CRB4227864,QBB458,,H11,Available,1
CRB4227950,RMG699,,C022,Available,1
CRB4227952,SWT185,,UJ Love Ring SM WG,Available,1
CRB4229846,QRW230,,UJ Clash,Available,1
CRB4229846,RKV545,,UJ Clash,Available,1
CRB4229848,SFE037,,UJ Clash,Available,1
CRB4229850,TKY706,,UJ Clash,Available,1
CRB4229850,TSV219,,UJ Clash,Available,1
CRB4229851,UBY753,,UJ Clash,Available,1
CRB4229852,TRE508,,UJ Clash,Available,1
CRB4229853,SJX874,,UJ Clash,Available,1
CRB4229855,PHG849,,UJ Clash,Available,1
CRB4229855,SRL741,,UJ Clash,Available,1
CRB4229856,TBQ713,,UJ Clash,Available,1
CRB4229857,TER145,,UJ Clash,Available,1
CRB4229858,SXO756,,UJ Clash,Available,1
CRB4229859,RGS037,,UJ Clash,Available,1
CRB4229950,PZN918,,UJ Clash,Available,1
CRB4229950,PZN920,,UJ Clash,Available,1
CRB4229951,SPV270,,UJ Clash,Available,1
CRB4229952,RVT091,,UJ Clash,Available,1
CRB4229952,RVT122,,UJ Clash,Available,1
CRB4229954,KBD988,,UJ Clash,Available,1
CRB4229954,RCO482,,UJ Clash,Available,1
CRB4229955,PVC119,,UJ Clash,Available,1
CRB4229955,RCO339,,UJ Clash,Available,1
CRB4229956,TLD623,,UJ Clash,Available,1
CRB4229957,TLD810,,UJ Clash,Available,1
CRB4229963,QSB833,,UJ Clash,Available,1
CRB4230046,RCM505,,UJ Panthere Ring,Available,1
CRB4230052,OLA928,,UJ Panthere Ring,Available,1
CRB4230054,SRU985,,C013,Available,1
CRB4230060,QSA954,,S01,Available,1
CRB4230152,TCQ223,,UJ Panthere Ring,Available,1
CRB4230153,TLW218,,UJ Panthere Ring,Available,1
CRB4230154,RPE515,,UJ Panthere Ring,Available,1
CRB4230155,TCQ522,,C012,Available,1
CRB4230156,RDT058,,UJ Panthere Ring,Available,1
CRB4230258,RDR066,,C007,Available,1
CRB4230651,RLF899,,UJ Bridal WB Vendome,Available,1
CRB4230752,PLL895,,C006,Available,1
CRB4230855,SPU378,,V02,Available,1
CRB4230856,SPU633,,C012,Available,1
CRB4231448,PVL543,,UJ Clou,Available,1
CRB4231449,MKJ146,,UJ Clou,Available,1
CRB4231452,NKU507,,C008,Available,1
CRB4231453,SKF811,,UJ Clou,Available,1
CRB4231549,PIQ272,,C009,Available,1
CRB4231551,TFI010,,UJ Clou,Available,1
CRB4231552,SZJ338,,UJ Clou,Available,1
CRB4231553,SZJ396,,UJ Clou,Available,1
CRB4231554,TFH949,,UJ Clou,Available,1
CRB4231648,QWY123,,UJ Clou,Available,1
CRB4231649,RSZ657,,UJ Clou,Available,1
CRB4231650,SWG894,,UJ Clou,Available,1
CRB4231651,SKI254,,C008,Available,1
CRB4231652,SZJ278,,UJ Clou,Available,1
CRB4231653,QIQ802,,UJ Clou,Available,1
CRB4231654,TDJ706,,UJ Clou,Available,1
CRB4232247,LJH785,,UJ Bridal DER,Available,1
CRB4232258,KIS815,,UJ Bridal DER,Available,1
CRB4232344,HRF486,,UJ Bridal DER,Available,1
CRB4232348,KGE891,,UJ Bridal DER,Available,1
CRB4232350,QGN795,,UJ Bridal DER,Available,1
CRB4232351,RYZ718,,UJ Bridal DER,Available,1
CRB4232358,TZN707,,UJ Bridal DER,Available,1
CRB4232460,QSY053,,UJ Bridal WB PG,Available,1
CRB4232552,HRE218,,C007,Available,1
CRB4232555,QGL222,,UJ Bridal WB PG,Available,1
CRB4232563,UBJ523,,UJ Bridal WB PG,Available,1
CRB4232950,PAD240,,UJ Bridal DER,Available,1
CRB4232957,SAX398,,UJ Bridal DER,Available,1
CRB4233056,POI003,,UJ Clash,Available,1
CRB4233151,RQU809,,,Available,1
CRB4233151,TER121,,UJ Clash,Available,1
CRB4233152,SRL697,,UJ Clash,Available,1
CRB4235353,OLA686,,C010,Available,1
CRB4235354,OWK150,,C010,Available,1
CRB4235358,MAU082,,UJ Clash,Available,1
CRB4237848,QQN363,,UJ Clash,Available,1
CRB4237849,OTX828,,UJ Clash,Available,1
CRB4237850,OTY372,,C010,Available,1
CRB4237850,OUA103,,UJ Clash,Available,1
CRB4237851,OTZ906,,UJ Clash,Available,1
CRB4237851,OTZ978,,UJ Clash,Available,1
CRB4237852,OUA610,,UJ Clash,Available,1
CRB4237852,OUB025,,UJ Clash,Available,1
CRB4237853,QQR298,,UJ Clash,Available,1
CRB4237853,QQR302,,UJ Clash,Available,1
CRB4237854,OTZ612,,UJ Clash,Available,1
CRB4237854,QQR523,,UJ Clash,Available,1
CRB4237855,OTW348,,UJ Clash,Available,1
CRB4237855,RAI520,,UJ Clash,Available,1
CRB4237856,RAH978,,UJ Clash,Available,1
CRB4237857,OUF857,,UJ Clash,Available,1
CRB4237859,RUP385,,UJ Clash,Available,1
CRB4237861,RLN249,,UJ Clash,Available,1
CRB4237950,QHR650,,C010,Available,1
CRB4237953,QHR568,,UJ Clash,Available,1
CRB4238055,SAK135,,H02,Available,1
CRB4238152,RDU654,,H08,Available,1
CRB4238155,RDU669,,H08,Available,1
CRB4238346,QRJ495,,UJ Clash,Available,1
CRB4238349,QRK298,,C010,Available,1
CRB4238350,QRK853,,UJ Clash,Available,1
CRB4238350,QRL188,,UJ Clash,Available,1
CRB4238351,QRL434,,UJ Clash,Available,1
CRB4238352,QRM588,,UJ Clash,Available,1
CRB4238353,QRM206,,UJ Clash,Available,1
CRB4238353,QRM207,,UJ Clash,Available,1
CRB4238354,QRM196,,UJ Clash,Available,1
CRB4238354,QRM235,,UJ Clash,Available,1
CRB4238355,QRL008,,UJ Clash,Available,1
CRB6013302,PYX068,,C016,Available,1
CRB6013302,PYX069,,UJ Trinity Brac,Available,1
CRB6016700,PQJ296,,UJ Trinity Brac,Available,1
CRB6016700,RSB829,,UJ Trinity Brac,Available,1
CRB6016700,RSB966,,UJ Trinity Brac,Available,1
CRB6016700,RSC002,,UJ Trinity Brac,Available,1
CRB6016700,RSC810,,UJ Trinity Brac,Available,1
CRB6016700,RSD440,,UJ Trinity Brac,Available,1
CRB6016700,RSD577,,C016,Available,1
CRB6016700,SAW946,,UJ Trinity Brac,Available,1
CRB6016700,SGC831,,UJ Trinity Brac,Available,1
CRB6016700,SGC965,,UJ Trinity Brac,Available,1
CRB6016700,SGD238,,UJ Trinity Brac,Available,1
CRB6016700,SIR076,,UJ Trinity Brac,Available,1
CRB6016700,SLC222,,UJ Trinity Brac,Available,1
CRB6016700,SSA443,,UJ Trinity Brac,Available,1
CRB6016700,SSA689,,UJ Trinity Brac,Available,1
CRB6016700,SUB519,,UJ Trinity Brac,Available,1
CRB6016700,TFE004,,UJ Trinity Brac,Available,1
CRB6016700,TJK295,,UJ Trinity Brac,Available,1
CRB6016700,TJK296,,UJ Trinity Brac,Available,1
CRB6016700,TJK303,,UJ Trinity Brac,Available,1
CRB6016700,TJK316,,UJ Trinity Brac,Available,1
CRB6016700,TJK351,,UJ Trinity Brac,Available,1
CRB6016700,TJK358,,UJ Trinity Brac,Available,1
CRB6016700,TJK533,,UJ Trinity Brac,Available,1
CRB6016700,TJK534,,UJ Trinity Brac,Available,1
CRB6016700,TJK536,,UJ Trinity Brac,Available,1
CRB6016700,TJK537,,UJ Trinity Brac,Available,1
CRB6016700,TJK792,,UJ Trinity Brac,Available,1
CRB6016700,TJK956,,UJ Trinity Brac,Available,1
CRB6016700,TJK959,,UJ Trinity Brac,Available,1
CRB6016700,TJK964,,UJ Trinity Brac,Available,1
CRB6016700,TJK971,,UJ Trinity Brac,Available,1
CRB6016700,TJK976,,UJ Trinity Brac,Available,1
CRB6016700,TLZ704,,UJ Trinity Brac,Available,1
CRB6016700,TOL873,,UJ Trinity Brac,Available,1
CRB6016700,TOM416,,UJ Trinity Brac,Available,1
CRB6016700,TOM513,,UJ Trinity Brac,Available,1
CRB6021300,SXS650,,UJ Trinity Brac,Available,1
CRB6021300,TGX978,,H10,Available,1
CRB6021300,TGY226,,UJ Trinity Brac,Available,1
CRB6021400,SOS839,,UJ Trinity Brac,Available,1
CRB6027000,RNC425,,UJ Love Earrings,Available,1
CRB6027000,SJP603,,UJ Love Earrings,Available,1
CRB6027000,TGG368,,UJ Love Earrings,Available,1
CRB6027100,RNC540,,C020,Available,1
CRB6027100,RNC610,,UJ Love Earrings,Available,1
CRB6027100,TKV918,,UJ Love Earrings,Available,1
CRB6027100,TRB313,,UJ Love Earrings,Available,1
CRB6027100,TRB314,,UJ Love Earrings,Available,1
CRB6027100,TRB315,,UJ Love Earrings,Available,1
CRB6027200,RQQ715,,UJ Love Earrings,Available,1
CRB6027200,SDI093,,S01,Available,1
CRB6029816,SOB707,,UJ Love Brac Cuff,Available,1
CRB6029817,TNH569,,UJ Love Brac Cuff,Available,1
CRB6029818,STF154,,UJ Love Brac Cuff,Available,1
CRB6029819,TNH530,,H08,Available,1
CRB6029918,STF080,,S07,Available,1
CRB6032416,SBM582,,UJ Love Brac Cuff,Available,1
CRB6032416,SVH776,,UJ Love Brac Cuff,Available,1
CRB6032417,RSM199,,UJ Love Brac Cuff,Available,1
CRB6032417,TNH721,,UJ Love Brac Cuff,Available,1
CRB6032418,PSZ479,,UJ Love Brac Cuff,Available,1
CRB6032418,TNH838,,UJ Love Brac Cuff,Available,1
CRB6032419,SDD824,,UJ Love Brac Cuff,Available,1
CRB6032420,SDD973,,UJ Love Brac Cuff,Available,1
CRB6032421,TYW566,,UJ Love Brac Cuff,Available,1
CRB6032517,SRH309,,UJ Love Brac Cuff,Available,1
CRB6032518,RKC457,,UJ Love Brac Cuff,Available,1
CRB6032519,RQP631,,UJ Love Brac Cuff,Available,1
CRB6032617,TEK917,,UJ Love Brac Cuff,Available,1
CRB6032619,SRH328,,UJ Love Brac Cuff,Available,1
CRB6032619,TNH515,,UJ Love Brac Cuff,Available,1
CRB6032619,TNH523,,UJ Love Brac Cuff,Available,1
CRB6035416,HAU310,,UJ Love Brac Cuff,Available,1
CRB6035417,GNM271,,UJ Love Brac Cuff,Available,1
CRB6035418,GVU633,,UJ Love Brac Cuff,Available,1
CRB6035418,GXW861,,UJ Love Brac Cuff,Available,1
CRB6035419,GKJ487,,UJ Love Brac Cuff,Available,1
CRB6035515,FFG587,,UJ Love Brac Cuff,Available,1
CRB6035516,GXX313,,UJ Love Brac Cuff,Available,1
CRB6035516,HEJ130,,UJ Love Brac Cuff,Available,1
CRB6035516,NJN620,,S07,Available,1
CRB6035517,HDK274,,UJ Love Brac Cuff,Available,1
CRB6035517,HJJ386,,UJ Love Brac Cuff,Available,1
CRB6035517,MYD927,,S07,Available,1
CRB6035518,HGN430,,UJ Love Brac Cuff,Available,1
CRB6035518,HHD627,,UJ Love Brac Cuff,Available,1
CRB6035518,MXU718,,S07,Available,1
CRB6035519,GNM091,,UJ Love Brac Cuff,Available,1
CRB6035520,GTV666,,UJ Love Brac Cuff,Available,1
CRB6035616,HFD219,,UJ Love Brac Cuff,Available,1
CRB6035617,GFU777,,UJ Love Brac Cuff,Available,1
CRB6036016,FOF838,,UJ Love Brac Cuff,Available,1
CRB6036815,PUS777,,C016,Available,1
CRB6036815,RAU063,,UJ Trinity Brac,Available,1
CRB6036815,RMY550,,UJ Trinity Brac,Available,1
CRB6036815,RMY581,,UJ Trinity Brac,Available,1
CRB6036815,SDN067,,UJ Trinity Brac,Available,1
CRB6036815,SDN094,,UJ Trinity Brac,Available,1
CRB6036815,SDN640,,UJ Trinity Brac,Available,1
CRB6036818,RAU174,,UJ Trinity Brac,Available,1
CRB6036818,SDN777,,UJ Trinity Brac,Available,1
CRB6036818,SOY934,,UJ Trinity Brac,Available,1
CRB6036818,SOY952,,UJ Trinity Brac,Available,1
CRB6036818,SPE533,,UJ Trinity Brac,Available,1
CRB6037200,SNX087,,UJ Misc Earrings,Available,1
CRB6037200,SNX114,,C014,Available,1
CRB6037200,TBA567,,C002,Available,1
CRB6037300,SYY901,,UJ Misc Earrings,Available,1
CRB6038100,SXP927,,UJ Love Earrings,Available,1
CRB6038300,RXY426,,UJ Love Earrings,Available,1
CRB6038300,RXY437,,UJ Love Earrings,Available,1
CRB6038300,SJZ480,,C020,Available,1
CRB6039015,BNL014,,S07,Available,1
CRB6040200,TLV285,,S01,Available,1
CRB6040400,TCP872,,UJ Misc Earrings,Available,1
CRB6041818,CQC668,,S07,Available,1
CRB6043300,TNG776,,UJ Misc Earrings,Available,1
CRB6043300,TNG858,,UJ Misc Earrings,Available,1
CRB6043300,TNH004,,UJ Misc Earrings,Available,1
CRB6044015,MLM489,,UJ Amulette,Available,1
CRB6044017,SAG273,,UJ Amulette,Available,1
CRB6045517,SYY024,,UJ Misc Earrings,Available,1
CRB6045617,SAE037,,UJ Misc Earrings,Available,1
CRB6045617,SJL794,,UJ Misc Earrings,Available,1
CRB6045617,SJL863,,UJ Misc Earrings,Available,1
CRB6045617,SJL868,,UJ Misc Earrings,Available,1
CRB6045717,TVK451,,UJ Misc Earrings,Available,1
CRB6045717,TWL212,,UJ Misc Earrings,Available,1
CRB6046514,PZO303,,C013,Available,1
CRB6047115,QML790,,UJ Amulette,Available,1
CRB6047115,RVQ278,,UJ Amulette,Available,1
CRB6047115,RVQ294,,UJ Amulette,Available,1
CRB6047115,SHH174,,UJ Amulette,Available,1
CRB6047117,QUF077,,UJ Amulette,Available,1
CRB6047215,SZI096,,UJ Love Brac SM PG,Available,1
CRB6047216,SKO875,,UJ Love Brac SM PG,Available,1
CRB6047217,TEN848,,UJ Love Brac SM PG,Consignment,1
CRB6047217,TEN851,,UJ Love Brac SM PG,Available,1
CRB6047217,TLZ121,,UJ Love Brac SM PG,Available,1
CRB6047219,SUD375,,UJ Love Brac SM PG,Available,1
CRB6047315,RIY836,,UJ Love Brac SM PG,Available,1
CRB6047315,ROW018,,UJ Love Brac SM PG,Available,1
CRB6047315,SKO119,,UJ Love Brac SM PG,Available,1
CRB6047316,RYG592,,UJ Love Brac SM PG,Available,1
CRB6047316,RYG959,,C024,Available,1
CRB6047316,SHF721,,UJ Love Brac SM PG,Available,1
CRB6047316,SVV185,,UJ Love Brac SM PG,Available,1
CRB6047317,QEK425,,UJ Love Brac SM PG,Available,1
CRB6047317,TDD672,,UJ Love Brac SM PG,Available,1
CRB6047317,TKA937,,UJ Love Brac SM PG,Available,1
CRB6047318,RGG143,,UJ Love Brac SM PG,Available,1
CRB6047319,RWM197,,UJ Love Brac SM PG,Available,1
CRB6047319,SBS256,,UJ Love Brac SM PG,Available,1
CRB6047319,SPZ542,,UJ Love Brac SM PG,Available,1
CRB6047320,QCS870,,UJ Love Brac SM PG,Available,1
CRB6047415,SFW638,,UJ Love Brac SM WG,Available,1
CRB6047416,ROU901,,UJ Love Brac SM WG,Available,1
CRB6047416,SPZ635,,UJ Love Brac SM WG,Available,1
CRB6047416,TJG569,,UJ Love Brac SM WG,Available,1
CRB6047417,SZI311,,UJ Love Brac SM WG,Available,1
CRB6047417,TGN193,,UJ Love Brac SM WG,Available,1
CRB6047417,TLX518,,UJ Love Brac SM WG,Available,1
CRB6047515,TDD747,,UJ Love Brac SM PG,Available,1
CRB6047515,TLY595,,UJ Love Brac SM PG,Available,1
CRB6047516,LFS455,,,Available,1
CRB6047516,SVZ527,,H12,Available,1
CRB6047516,SZJ012,,UJ Love Brac SM PG,Available,1
CRB6047516,TFB470,,UJ Love Brac SM PG,Available,1
CRB6047516,TFB471,,UJ Love Brac SM PG,Available,1
CRB6047516,TFB796,,UJ Love Brac SM PG,Available,1
CRB6047516,TJG173,,UJ Love Brac SM PG,Available,1
CRB6047516,TLW473,,UJ Love Brac SM PG,Available,1
CRB6047516,TLW583,,UJ Love Brac SM PG,Available,1
CRB6047516,TLW589,,UJ Love Brac SM PG,Available,1
CRB6047516,TOJ191,,UJ Love Brac SM PG,Available,1
CRB6047517,SFX791,,S07,Available,1
CRB6047517,TFB603,,UJ Love Brac SM PG,Available,1
CRB6047517,TFB642,,UJ Love Brac SM PG,Available,1
CRB6047517,TFB646,,UJ Love Brac SM PG,Available,1
CRB6047517,TLX746,,UJ Love Brac SM PG,Available,1
CRB6047517,TLZ285,,UJ Love Brac SM PG,Available,1
CRB6047517,TOJ129,,UJ Love Brac SM PG,Available,1
CRB6047517,TOJ666,,UJ Love Brac SM PG,Available,1
CRB6047517,TPO493,,UJ Love Brac SM PG,Available,1
CRB6047517,TPO499,,UJ Love Brac SM PG,Available,1
CRB6047518,RWA764,,UJ Love Brac SM PG,Available,1
CRB6047518,SYW123,,UJ Love Brac SM PG,Available,1
CRB6047518,TDB355,,UJ Love Brac SM PG,Available,1
CRB6047518,TLX426,,UJ Love Brac SM PG,Available,1
CRB6047519,SYW675,,UJ Love Brac SM PG,Available,1
CRB6047615,TLY789,,UJ Love Brac SM PG,Available,1
CRB6047616,SRX548,,UJ Love Brac SM PG,Available,1
CRB6047616,TVL467,,UJ Love Brac SM PG,Available,1
CRB6047617,SQW999,,UJ Love Brac SM PG,Available,1
CRB6047617,SQX001,,UJ Love Brac SM PG,Available,1
CRB6047618,PJS879,,C024,Available,1
CRB6047619,SBR941,,UJ Love Brac SM PG,Available,1
CRB6047715,TGN408,,UJ Love Brac SM WG,Available,1
CRB6047716,ROU834,,UJ Love Brac SM WG,Available,1
CRB6047716,TEM400,,UJ Love Brac SM WG,Available,1
CRB6047717,SQX298,,UJ Love Brac SM WG,Available,1
CRB6047717,SVY038,,UJ Love Brac SM WG,Available,1
