Article,Serial,Batch,New Fixture,Status,Quantity
CRL1002364,,10GIU,L04,Available,1
CRL1002365,,10GIU,L04,Available,1
CRL1002368,,10GIU,L02,Available,1
CRL1002370,,10BEN,L04,Available,1
CRL1002371,,10GIU,UA Leather LG,Available,1
CRL1002373,,10GIU,UA Leather LG,Available,1
CRL1002374,,10EFB,L01,Available,1
CRL1002389,,10GIU,S01,Available,1
CRL1002390,,10BEN,H01,Available,1
CRL1002391,,10IDN,L01,Available,1
CRL1002392,,10GIU,L01,Available,1
CRL1002392,,10GIU,S01,Available,1
CRL1002396,,10IDN,UA Leather LG,Available,2
CRL1002397,,10IDN,L04,Available,1
CRL1002398,,10GIU,L05,Available,1
CRL1002399,,10BAG,L05,Available,1
CRL1002401,,10GIU,L05,Available,1
CRL1002402,,10BEN,L05,Available,1
CRL1002411,,10GIU,L05,Available,1
CRL1002412,,10GIU,UA Leather LG,Available,1
CRL3001357,,PT00,UA Leather SM Men,Available,1
CRL3001358,,10FRA,L06,Available,1
CRL3001360,,10FRA,UA Leather SM Women,Available,1
CRL3001361,,10FRA,UA Leather SM Women,Available,1
CRL3001364,,PT00,L06,Available,1
CRL3001365,,10FRA,L06,Available,1
CRL3001366,,10HAP,UA Leather SM,Available,1
CRL3001367,,10SAB,UA Leather SM,Available,1
CRL3001368,,FR00,UA Leather SM,Available,1
CRL3001369,,10SAB,UA Leather SM,Available,1
CRL3001370,,PT00,L06,Available,1
CRL3001370,,PT00,UA Leather SM,Available,1
CRL3001372,,10ZOD,L06,Available,1
CRL3001372,,10ZOD,S01,Available,1
CRL3001425,,10FRA,UA Leather SM,Available,1
CRL3001425,,10SAB,UA Leather SM,Available,1
CRL3001489,,10FRA,L05,Available,1
CRL3001490,,10FRA,UA Leather SM Women,Available,1
CRL3001528,,FR00,S01,Available,1
CRL3001528,,FR00,UA Leather SM Women,Available,1
CRL3001529,,10HAP,S01,Available,1
CRL3001529,,10HAP,UA Home,Available,1
CRL3001546,,10ZOD,UA Leather SM Men,Available,1
CRL3001547,,10ZOD,UA Leather SM,Available,1
CRL3001548,,PT00,L06,Available,1
CRL3001574,,PT00,UA Leather SM,Available,2
CRL3001653,,10ZOD,UA Leather SM Men,Available,1
CRL3001660,,IT00,UA Leather SM,Available,1
CRL3001660,,PT00,UA Leather SM,Available,1
CRL3001695,,10HAP,UA Leather SM Women,Available,1
CRL3001696,,10HAP,UA Leather SM Women,Available,1
CRL3001705,,10ZOD,UA Leather SM Women,Available,1
CRL3001711,,10ZOD,UA Leather SM Women,Available,1
CRL3001713,,10HAP,UA Leather SM Women,Available,1
CRL3001715,,10HAP,UA Leather SM Women,Available,1
CRL3001717,,10ZOD,UA Leather SM,Available,2
CRL3001740,,10ZOD,UA Leather SM Women,Available,1
CRL3001859,,10HAP,L04,Available,1
CRL3001868,,10HAP,UA Leather SM Men,Available,1
CRL3001870,,10SAB,L04,Available,1
CRL3001887,,10ZOD,UA Leather SM Women,Available,1
CRL3001899,,10HAP,UA Leather SM Women,Available,1
CRL3001902,,10HAP,L04,Available,1
CRL3001907,,10ZOD,UA Leather SM,Available,1
CRL3001908,,10ZOD,UA Leather SM Women,Available,1
CRL3001909,,10HAP,UA Leather SM Women,Available,1
CRL3001910,,10HAP,UA Leather SM Women,Available,2
CRL3001916,,10SAB,UA Leather SM,Available,1
CRL3001919,,10HAP,UA Leather SM Men,Available,2
CRL3001920,,10HAP,UA Leather SM,Available,1
CRL3001920,,10HAP,UA Leather SM Men,Available,1
CRL3001922,,10SAB,UA Leather SM,Available,2
CRL3001923,,10HAP,UA Leather SM,Available,1
CRL3001924,,10SAB,UA Leather SM,Available,2
CRL3001925,,10HAP,L06,Available,1
CRL3001926,,10HAP,UA Leather SM,Available,1
CRL3001932,,10FRA,UA Leather SM,Available,1
CRL3001934,,10FRA,UA Leather SM,Available,1
CRL3001935,,10HAP,UA Leather SM Men,Available,2
CRL3001936,,10HAP,UA Leather SM,Available,1
CRL3001937,,10HAP,UA Leather SM,Available,2
CRL3001939,,10HAP,UA Leather SM Men,Available,1
CRL3001940,,10HAP,UA Leather SM,Available,2
CRL3001941,,10HAP,UA Leather SM,Available,2
CRL3001942,,10HAP,UA Leather SM,Available,2
CRL3001945,,10ZOD,UA Leather SM,Available,3
CRL3001950,,10SAB,UA Leather SM,Available,3
CRL3001951,,10SAB,UA Leather SM,Available,1
CRL3001952,,10SAB,UA Leather SM Men,Available,3
CRL3001953,,10HAP,UA Leather SM,Available,2
CRL3001954,,10HAP,UA Leather SM,Available,1
CRL3001955,,10HAP,UA Leather SM Men,Available,2
CRL3001959,,10HAP,L06,Available,1
CRL3001959,,10HAP,UA Leather SM,Available,1
CRL3001961,,10HAP,L06,Available,1
CRL3001961,,10HAP,UA Leather SM Men,Available,1
CRL3001962,,10FRA,UA Leather SM,Available,2
CRL3001964,,10FRA,UA Leather SM Men,Available,2
CRL3001971,,10HAP,UA Leather SM,Available,1
CRL3001972,,10HAP,UA Leather SM,Available,2
CRL3001980,,10ZOD,L02,Available,1
CRL3001982,,10ZOD,L04,Available,1
CRL3001983,,10ZOD,UA Leather SM,Available,1
CRL3001984,,10ZOD,L04,Available,1
CRL3001985,,10ZOD,L04,Available,1
CRL3001993,,10FRA,UA Leather SM,Available,1
CRL3002000,,10ZOD,UA Leather SM Women,Available,1
CRL3002003,,10ZOD,UA Leather SM Women,Available,1
CRL3002008,,10HAP,UA Gifts,Available,1
CRL3002012,,10ZOD,H01,Available,1
CRL3002020,,10ZOD,H01,Available,1
CRL3002021,,10FRA,UA Leather SM,Available,1
CRL3002022,,10FRA,UA Leather SM,Available,1
CRL3002031,,10HAP,L04,Available,1
CRL3002032,,10HAP,L04,Available,1
CRL3002033,,10TRI,L04,Available,1
CRL3002034,,10TRI,L04,Available,1
CRL3002036,,10ZOD,UA Leather SM,Available,1
CRL3002037,,10ZOD,L05,Available,1
CRL3002040,,10HAP,UA Leather SM Women,Available,1
CRL3002095,,10FRA,UA Leather SM,Available,2
CRL3002096,,10FRA,L06,Available,1
CRL3002123,,10FRA,UA Leather SM,Available,2
CRL3002124,,10SAB,L05,Available,1
CRL3002126,,10ZOD,UA Leather SM,Available,1
CRL3002127,,10FRA,L05,Available,1
CRL3002127,,10FRA,S01,Available,1
CRL3002127,,10FRA,UA Leather SM,Available,1
CRL3002127,,10ZOD,S01,Available,1
CRL3002128,,10ZOD,L05,Available,1
CRL3002128,,10ZOD,S01,Available,1
CRL3002128,,10ZOD,UA Leather SM,Available,1
CRL3002130,,10ZOD,L05,Available,1
CRL3002130,,10ZOD,S01,Available,1
CRL3002130,,10ZOD,UA Leather SM,Available,1
CRL3002131,,10FRA,L05,Available,1
CRL3002131,,10ZOD,S01,Available,1
CRL3002132,,10ZOD,L05,Available,1
CRL3002133,,10SAB,UA Leather SM,Available,2
CRL3002205,,10SAB,L05,Available,1
CRL3002205,,10SAB,UA Leather SM,Available,1
CRL3002206,,10FRA,UA Leather SM,Available,1
CRL5000387,,IT00,S01,Consignment,1
CRL5000594,,10FAP,UA Leather Belt,Available,1
CRL5000595,,10FAP,UA Leather Belt,Available,1
CRL5000596,,10FAP,UA Leather Belt,Available,2
CRL5000597,,10FAP,UA Leather Belt,Available,2
CRL5000598,,10FAP,UA Leather Belt,Available,2
CRL5000599,,10FAP,UA Leather Belt,Available,1
CRL5000600,,10FAP,UA Leather Belt,Available,2
CRL5000606,,10FAP,UA Leather Belt,Available,1
CRL5000607,,10FAP,L05,Available,1
CRL5000607,,10FAP,UA Leather Belt,Available,1
CRL5000608,,10FAP,UA Leather Belt,Available,2
CRL5000615,,10FAP,UA Leather Belt,Available,1
CRL5000626,,10FAP,UA Leather Belt,Available,1
CRL5000627,,10FAP,UA Leather Belt,Available,1
CRL5000628,,10FAP,UA Leather Belt,Available,1
CRL5000629,,10FAP,UA Leather Belt,Available,1
CRL5000631,,10FAP,UA Leather Belt,Available,1
CRMX000F58,,CH00,UA CS Jewelry Parts,Available,1
CRMX000G3C,,CH00,,Available,1
CRMX000H66,,CH00,UA CS Jewelry Parts,Available,1
CRMX000H67,,CH00,UA CS Jewelry Parts,Available,2
CRMX000H67,,FR00,UA CS Jewelry Parts,Available,1
CRMX000H6X,,CH00,S06,Available,1
CRMX000NL1,,CH00,,Available,1
CRMX000PD7,,FR00,UA CS Jewelry Parts,Available,4
CRMX000TTQ,,CH00,UA CS Jewelry Parts,Available,3
CRMX000TTS,,CH00,S06,Available,1
CRMX000TV2,,CH00,UA CS Jewelry Parts,Available,1
CRMX000X30,,CH00,S06,Available,1
CRMX0011ZR,,CH00,S06,Available,1
CRMX0012BN,,CH00,S01,Available,1
CRMX0012BN,,CH00,S06,Available,1
CRMX0012DW,,CH00,UA CS Jewelry Parts,Available,1
CRMX0012TK,,CH00,S01,Available,1
CRMX0013BG,,CH00,UA CS Jewelry Parts,Available,1
CRMX0016NX,,CH00,UA CS Jewelry Parts,Available,1
CRMX001C1P,,CH00,H05,Available,1
CRMX001D2B,,CH00,S01,Available,1
CRMX001D2B,,CH00,UA CS Jewelry Parts,Available,1
CRMX002T6C,,CH00,UA CS Jewelry Parts,Available,1
CRMX003P3W,,CH00,UA CS Jewelry Parts,Available,1
CRMX004F61,,CH00,UA CS Jewelry Parts,Available,1
CRMX004T75,,CH00,UA CS Jewelry Parts,Available,1
CRMX0051LT,,CH00,UA CS Jewelry Parts,Available,1
CRMX005H5W,,CH00,UA CS Jewelry Parts,Available,3
CRMX005J9P,,CH00,S06,Available,1
CRMX005JB0,,CH00,UA CS Jewelry Parts,Available,2
CRMX006DJM,,CH00,,Available,1
CRMX006HBH,,CH00,H11,Available,1
CRMX006HBH,,CH00,S06,Available,1
CRMX006HKV,,CH00,S05,Available,1
CRMX006HKV,,CH00,UA CS Jewelry Parts,Available,1
CRMX006HKW,,CH00,S05,Available,2
CRMX006HKW,,CH00,S06,Available,1
CRMX006WV3,,CH00,S06,Available,1
CRMX009786,,CH00,UA CS Jewelry Parts,Available,1
CRMXE0631P,,CH00,UA CS Jewelry Parts,Available,4
CRMXE07PXT,,CH00,S01,Available,1
CRMXE07PXT,,CH00,UA CS Jewelry Parts,Available,1
CRMXE08HFK,,CH00,S06,Available,1
CRMXE08NXH,,CH00,UA CS Jewelry Parts,Available,2
CRMXE09VQ6,,CH00,S01,Available,1
CRMXE09VQ6,,CH00,S06,Available,2
CRMXE0B3FC,,CH00,S01,Available,1
CRMXE0B3FC,,CH00,S06,Available,3
CRMXE0B3FC,,CH00,UA CS Jewelry Parts,Available,2
CRMXE0C335,,CH00,S05,Available,3
CRMXE0CXJF,,CH00,UA CS Jewelry Parts,Available,1
CRMXE0CXVX,,CH00,H06,Available,1
CRMXE0CXVX,,CH00,S06,Available,2
CRMXE0DJLQ,,CH00,S06,Available,1
CRMXE0DJLQ,,CH00,UA CS Jewelry Parts,Available,1
CRMXE0DNDM,,CH00,UA CS Jewelry Parts,Available,1
CRMXE0DNPF,,CH00,S06,Available,2
CRMXE0DNPF,,CH00,UA CS Jewelry Parts,Available,2
CRMXE0DRMV,,CH00,UA CS Jewelry Parts,Available,1
CRMXE0DZ60,,CH00,S06,Available,1
CRMXE0F2T0,,CH00,UA CS Jewelry Parts,Available,1
CRMXE0F2TP,,CH00,S06,Available,1
CRMXE0F2TP,,CH00,UA CS Jewelry Parts,Available,2
CRMXE0F2ZD,,CH00,H06,Available,1
CRMXE0F2ZD,,CH00,S01,Available,1
CRMXE0F2ZD,,CH00,S06,Available,1
CRMXE0F442,,CH00,S06,Available,1
CRMXE0FHHB,,CH00,S06,Available,1
CRMXE0FHHB,,CH00,UA CS Jewelry Parts,Available,1
CRMXE0FHHD,,CH00,UA CS Jewelry Parts,Available,2
CRMXE0MHHN,,CH00,S06,Available,1
CRN4127349,PYX003,,C003,Available,1
CRN4127353,QHG862,,UJ Bridal DER,Available,1
CRN4127357,OTA434,,C006,Available,1
CRN4127553,RQY934,,UJ Bridal DER,Available,1
CRN4127558,QCV877,,C014,Available,1
CRN4135948,PHM759,,UJ Bridal DER,Available,1
CRN4135950,HAG040,,UJ Bridal DER,Available,1
CRN4136549,AEH007,,UJ Bridal DER,Available,1
CRN4137152,NCT236,,UJ Bridal DER,Available,1
CRN4138446,EWX277,,C004,Available,1
CRN4138549,MVD094,,UJ Bridal DER,Available,1
CRN4138550,OCC957,,UJ Bridal DER,Available,1
CRN4138648,FRG663,,UJ Bridal DER,Available,1
CRN4138848,PSP771,,C004,Available,1
CRN4139452,QCW601,,UJ Bridal DER,Available,1
CRN4139651,QLK897,,UJ Bridal DER,Available,1
CRN4139751,RDO301,,UJ Bridal DER,Available,1
CRN4139849,CJU230,,UJ Bridal DER,Available,1
CRN4162949,QFA304,,C003,Available,1
CRN4162952,YU2111,,UJ Bridal DER,Available,1
CRN4162953,EHS064,,UJ Bridal DER,Available,1
CRN4162955,FFI863,,UJ Bridal DER,Available,1
CRN4163049,GNU090,,C003,Available,1
CRN4163049,OCD488,,UJ Bridal DER,Available,1
CRN4163053,RAN067,,H09,Available,1
CRN4163054,QRZ429,,H09,Available,1
CRN4163148,OKA348,,UJ Bridal DER,Available,1
CRN4163150,FGM630,,UJ Bridal DER,Available,1
CRN4163153,LDT531,,UJ Bridal DER,Available,1
CRN4163153,LDT616,,UJ Bridal DER,Available,1
CRN4163251,BWG652,,UJ Bridal DER,Available,1
CRN4163258,ECA158,,UJ Bridal DER,Available,1
CRN4163351,OHE264,,C014,Available,1
CRN4163352,OHE200,,H08,Available,1
CRN4163353,OHE231,,UJ Bridal DER,Available,1
CRN4163456,RQN330,,UJ Bridal DER,Available,1
CRN4163549,RIR274,,C003,Available,1
CRN4163551,UG2352,,UJ Bridal DER,Available,1
CRN4188550,QF6707,,C002,Available,1
CRN4188551,TN3594,,C002,Available,1
CRN4197251,GXW105,,UJ Bridal DER,Available,1
CRN4197253,VL9021,,C002,Available,1
CRN4198053,NCW156,,C002,Available,1
CRN4198352,IMZ957,,UJ Bridal DER,Available,1
CRN4204050,QXD394,,UJ Bridal DER,Available,1
CRN4204255,RSB336,,C005,Available,1
CRN4210454,LZD630,,H06,Available,1
CRN4211051,HMA855,,C011,Available,1
CRN4224953,PNV400,,C011,Available,1
CRN4227655,SPH047,,W05,Available,1
CRN4234748,NEO151,,C004,Available,1
CRN4244753,SPW101,,UJ Panthere Ring,Available,1
CRN4244755,RDR336,,C011,Available,1
CRN4246150,SYS401,,C002,Available,1
CRN4247753,RDO353,,C002,Available,1
CRN4247754,STU737,,S01,Available,1
CRN4250154,KSA482,,UJ Bridal DER,Available,1
CRN4250155,ICE792,,C007,Available,1
CRN4262346,ABZ127,,UJ Bridal DER,Available,1
CRN4262546,DRF665,,C001,Available,1
CRN4262648,ABZ083,,C003,Available,1
CRN4722752,SOY298,,C005,Available,1
CRN4722851,NWL180,,UJ Bridal DER,Available,1
CRN4722949,PAD138,,C001,Available,1
CRN4724852,RZK337,,C005,Available,1
CRN4742252,KTH652,,,Available,1
CRN4742252,SEI535,,C013,Available,1
CRN4742256,PGL630,,UJ Panthere Ring,Available,1
CRN4743447,CIK481,,C014,Available,1
CRN4743453,DOU555,,UJ Bridal DER,Available,1
CRN4743650,CIK622,,C004,Available,1
CRN4743752,DYS393,,C004,Available,1
CRN4744248,IMS103,,UJ Bridal DER,Available,1
CRN4744248,OWL151,,C001,Available,1
CRN4744647,GRP350,,UJ Bridal DER,Available,1
CRN4744747,GYU684,,UJ Bridal DER,Available,1
CRN4744750,ELO617,,UJ Bridal DER,Available,1
CRN4746048,DRW392,,C014,Available,1
CRN4747351,CKK664,,UJ Panthere Ring,Available,1
CRN4748760,RVV378,,UJ Clou,Available,1
CRN4749254,HOW152,,C006,Available,1
CRN4759053,SEG168,,C003,Available,1
CRN4759252,LJT447,,C003,Available,1
CRN4761453,QPW670,,C003,Available,1
CRN4764948,IIG163,,UJ Clou,Available,1
CRN4764954,MRT922,,UJ Clou,Available,1
CRN4765451,RVA435,,UJ Clash,Available,1
CRN4765464,OTO489,,C010,Available,1
CRN4765554,RVU686,,UJ Panthere Ring,Available,1
CRN4765656,SEI355,,C011,Available,1
CRN4765756,RVU075,,UJ Panthere Ring,Available,1
CRN4765849,PZM734,,UJ Panthere Ring,Available,1
CRN4765854,SFJ462,,H04,Available,1
CRN4765856,PVD006,,UJ Panthere Ring,Available,1
CRN4765859,RVU331,,C012,Available,1
CRN4765953,RCM798,,UJ Panthere Ring,Available,1
CRN4765954,RNM145,,UJ Panthere Ring,Available,1
CRN4765955,LZO646,,UJ Panthere Ring,Available,1
CRN4766054,KGN241,,C004,Available,1
CRN4767756,RVU246,,C012,Available,1
CRN4767951,RVW015,,C012,Available,1
CRN4773652,NOT224,,S01,Available,1
CRN4779648,OEA493,,UJ Bridal DER,Available,1
CRN4780348,PHG089,,UJ Bridal DER,Available,1
CRN4780350,MBA476,,C003,Available,1
CRN4781056,OWG686,,C011,Available,1
CRN4791350,PXD720,,C014,Available,1
CRN6032417,RUL460,,C022,Available,1
CRN6033602,SOR702,,UJ Love Brac WG,Available,1
CRN6035016,SXR557,,UJ Love Brac YG,Available,1
CRN6035017,RLS690,,UJ Love Brac YG,Available,1
CRN6035017,RXZ206,,C021,Available,1
CRN6035019,SXR590,,UJ Love Brac YG,Available,1
CRN6035020,QQL221,,H02,Available,1
CRN6036700,QLE811,,H12,Available,1
CRN6036916,RLS546,,C023,Available,1
CRN6036917,TBX317,,UJ Love Brac PG,Available,1
CRN6036918,RGV539,,H02,Available,1
CRN6702116,RZQ175,,V04,Available,1
CRN6706116,PFZ875,,UJ Panthere Ring,Available,1
CRN6706116,RLX996,,C012,Available,1
CRN6706116,RLY001,,UJ Panthere Ring,Available,1
CRN6706117,ODH923,,C012,Available,1
CRN6707316,SUL749,,V01,Available,1
CRN6708416,QHA053,,C008,Available,1
CRN6708417,SRN763,,UJ Clou Brac PG,Available,1
CRN6710615,RZL854,,UJ Love Brac SM PG,Available,1
CRN6710616,RDK595,,C021,Available,1
CRN6710616,SNK188,,UJ Love Brac SM PG,Available,1
CRN6710617,SNK149,,UJ Love Brac SM PG,Available,1
CRN6710617,SUM868,,UJ Love Brac SM PG,Available,1
CRN6710618,SQZ963,,UJ Love Brac SM PG,Available,1
CRN6710717,ONY467,,C023,Available,1
CRN6710717,RZN644,,UJ Love Brac SM PG,Available,1
CRN6710718,SBS267,,UJ Love Brac SM PG,Available,1
CRN6710816,QEM674,,UJ Love Brac SM WG,Available,1
CRN6710816,SBS688,,H06,Available,1
CRN6710817,RIX328,,UJ Love Brac SM WG,Available,1
CRN6710818,RIX192,,UJ Love Brac SM WG,Available,1
CRN6714518,QHB821,,H08,Available,1
CRN6717616,RXZ373,,UJ Love Brac WG,Available,1
CRN6717617,PTD720,,W02,Available,1
CRN6718816,LTQ248,,UJ Clash,Available,1
CRN6718817,LTQ420,,C010,Available,1
CRN6721517,MVA713,,C009,Available,1
CRN6721618,MVA404,,H08,Available,1
CRN6721619,MUZ998,,S05,Available,1
CRN6721916,SFJ912,,C012,Available,1
CRN6721917,SFK078,,V02,Available,1
CRN6722716,NJE228,,C008,Available,1
CRN6722816,NJE137,,W03,Available,1
CRN6723515,RNI651,,UJ Clash,Available,1
CRN6723516,QWV654,,UJ Clash,Available,1
CRN6723516,QWV655,,UJ Clash,Available,1
CRN6723517,RNI894,,C010,Available,1
CRN7063200,SYV495,,UJ Misc Earrings,Available,1
CRN7063300,TFT629,,UJ Misc Earrings,Available,1
CRN7064000,OBA511,,UJ Misc Earrings,Available,1
CRN7064200,LQL643,,UJ Misc Earrings,Available,1
CRN7219500,BMI230,,S01,Available,1
CRN7406700,RAN401,,UJ Misc Earrings,Available,1
CRN7409000,STZ476,,C006,Available,1
CRN7409800,SSC815,,C002,Available,1
CRN7412200,PUO389,,UJ Misc Earrings,Available,1
CRN7412200,RZL429,,C007,Available,1
CRN7412200,SPY289,,UJ Misc Earrings,Available,1
CRN7412400,RAN114,,UJ Misc Earrings,Available,1
CRN7413200,SSA191,,UJ Misc Earrings,Available,1
CRN7413300,SYV090,,UJ Misc Earrings,Available,1
CRN7413500,RLI063,,UJ Clou,Available,1
CRN7413700,RSB563,,UJ Misc Earrings,Available,1
CRN7413800,SKZ796,,UJ Misc Earrings,Available,1
CRN7413800,SYV447,,UJ Misc Earrings,Available,1
CRN7424121,RVV174,,V02,Available,1
CRN7424122,PVE341,,C011,Available,1
CRN7424170,REG738,,C001,Available,1
CRN7424178,RYI534,,UJ Misc Earrings,Available,1
CRN7424182,NLC774,,UJ Misc Earrings,Available,1
CRN7424189,TFT952,,C006,Available,1
CRN7424204,SYV160,,UJ Misc Earrings,Available,1
CRN7424210,QSD855,,C012,Available,1
CRN7424218,SPW322,,UJ Panthere Ring,Available,1
CRN7424280,SAM956,,UJ Misc Earrings,Available,1
CRN7424281,RQF166,,UJ Misc Earrings,Available,1
CRN7424281,RWW771,,UJ Misc Earrings,Available,1
CRN7424281,TUB095,,S01,Available,1
CRN7424287,SPW162,,C014,Available,1
CRN7424294,IRI263,,V04,Available,1
CRN7424312,PYR862,,C010,Available,1
CRN7424312,SOV075,,UJ Clash,Available,1
CRN7424313,TMI072,,UJ Misc Earrings,Available,1
CRN7424316,QUN997,,UJ Misc Earrings,Available,1
CRN7424341,PUF464,,C011,Available,1
CRN7424406,PXT292,,UJ Clash,Available,1
CRN7424407,PLM584,,H05,Available,1
CRN7424408,MVS809,,H05,Available,1
CRN7424421,SED796,,S05,Available,1
CRN7424462,RNI795,,UJ Clash,Available,1
CRN7424463,RNI681,,C010,Available,1
CRN8046800,RPM033,,C006,Available,1
CRN8050700,RNO414,,UJ Panthere Ring,Available,1
CRN8502000,SYV204,,W03,Available,1
CRN8502300,SUB067,,C014,Available,1
CRN8502900,RGW949,,C001,Available,1
CRN8504000,SKY823,,C004,Available,1
CRN8515103,PVE178,,C014,Available,1
CRN8515137,SEK303,,C002,Available,1
CRN8515155,SEK523,,C011,Available,1
CRN8515160,TEI183,,C002,Available,1
CRN8515173,SOU662,,UJ Clash,Available,1
CRN8515192,SGZ640,,UJ Love Earrings,Available,1
CRN8515236,QHR069,,C010,Available,1
CROG000116,,FR00,UA Cufflinks,Available,1
CROG000127,,FR00,UA Cufflinks,Available,2
CROG000145,,FR00,UA Cufflinks,Available,1
CROG000149,A5455,,L06,Available,1
CROG000161,A7041,,L06,Available,1
CROG000162,B5805,,UA Cufflinks,Available,1
CROG000163,,FR00,UA Cufflinks,Available,1
CROG000164,,FR00,UA Cufflinks,Available,1
CROG000171,,FR00,L06,Available,1
CROG000173,,FR00,S07,Available,1
CROG000179,B1134,,UA Gifts,Available,1
CROG000220,A8412,,L06,Available,1
CROG000231,,FR00,UA Cufflinks,Available,2
CROG000232,C6126,,UA Cufflinks,Available,1
CROG000232,C6371,,UA Cufflinks,Available,1
CROG000286,,FR00,UA Gifts,Available,1
CROG000287,,FR00,UA Gifts,Available,2
CROG000289,,FR00,UA Gifts,Available,3
CROG000306,,FR00,L06,Available,1
CROG000306,,FR00,UA Cufflinks,Available,1
CROG000326,,FR00,L06,Available,1
CROG000328,,FR00,UA Cufflinks,Available,1
CROG000340,,FR00,L06,Available,1
CROG000343,,FR00,L06,Available,1
CROG000343,,FR00,UA Cufflinks,Available,1
CROG000347,,FR00,UA Cufflinks,Available,1
CROG000376,,IT00,UA Home,Available,1
CROG000379,,IT00,UA Home,Available,1
CROG000383,,ES00,UA Home,Available,1
CROG000387,,IT00,UA Home,Available,1
CROG000393,,ES00,UA Home,Available,1
CROG000405,,FR00,UA Home,Available,1
CROG000406,,FR00,UA Home,Available,2
CROG000417,,IT00,UA Home,Available,1
CROG000419,,FR00,L07,Available,1
CROG000438,,FR00,L06,Available,1
CROG000438,,FR00,UA Gifts,Available,1
CROG000445,,CH00,L06,Available,1
CROG000447,,FR00,L06,Available,1
CROG000451,,IT00,UA Home,Available,2
CROG000456,,FR00,UA Home,Available,1
CROG000463,,IT00,UA Gifts,Available,1
CROG000464,,IT00,UA Gifts,Available,1
CROG000466,,IT00,UA Gifts,Available,1
CROG000467,,IT00,L02,Available,1
CROG000468,,ES00,UA Gifts,Available,1
CROG000469,,ES00,UA Gifts,Available,1
CROG000470,,ES00,UA Home,Available,1
CROG000473,,FR00,L07,Available,1
CROG000476,,FR00,L07,Available,1
CROG000488,,FR00,L07,Available,1
CROG000489,,FR00,UA Home,Available,1
CROG000490,,FR00,L07,Available,1
CROG000491,,FR00,L07,Available,1
CROG000492,,FR00,UA Home,Available,1
CROG000493,,FR00,S01,Available,1
CROG000493,,FR00,UA Home,Available,1
CROG000497,,10MEP,UA Gifts,Available,1
CROG000499,,10SAB,S01,Available,1
CROG000499,,10SAB,UA Gifts,Available,1
CROG000500,,10SAB,L06,Available,1
CROG000501,,10SAB,L06,Available,1
CROG000503,,10SAB,UA Leather SM,Available,1
CROG000510,,10SAB,S01,Available,1
CROG000510,,10SAB,UA Home,Available,1
CROG000511,,10SAB,L05,Available,1
CROG000511,,10SAB,S01,Available,1
CROG000517,,10SAB,UA Leather SM Women,Available,1
CROG000540,,IT00,UA Gifts,Available,1
CROG000541,,IT00,UA Gifts,Available,1
CROG000560,,FR00,UA Cufflinks,Available,1
CROG000562,,IT00,S01,Available,1
CROG000562,,IT00,UA Cufflinks,Available,1
CROG000565,,IT00,UA Cufflinks,Available,2
CROG000566,,IT00,UA Cufflinks,Available,1
CROG000570,,FR00,UA Cufflinks,Available,1
CROG000572,,FR00,H05,Available,1
CROG000574,,FR00,UA Cufflinks,Available,1
CROG000575,,FR00,UA Cufflinks,Available,1
CROG000576,,FR00,UA Home,Available,1
CROG000579,,IT00,UA Gifts,Available,1
CROG000582,,FR00,UA Gifts,Available,1
CROG000586,,IT00,UA Cufflinks,Available,2
CROG000593,,FR00,L06,Available,1
CROG000596,,FR00,UA Gifts,Available,1
CROG000597,,FR00,UA Gifts,Available,1
CROG000601,,FR00,UA Gifts,Available,1
CROG000603,,FR00,L06,Available,1
CROG000608,,FR00,L07,Available,1
CROG000613,,FR00,UA Home,Available,2
CROG000614,,FR00,UA Home,Available,2
CROG000615,,FR00,L07,Available,1
CROG000615,,FR00,UA Home,Available,1
CROG000616,,FR00,UA Home,Available,2
CROG000621,,IT00,S01,Available,2
CROG000628,,FR00,S01,Available,1
CROG000629,,FR00,UA Home,Available,1
CROG000630,,FR00,UA Home,Available,1
CROG000634,,FR00,UA Cufflinks,Available,1
CROG000639,,IT00,UA Gifts,Available,1
CROG000640,,IT00,UA Gifts,Available,1
CROG000646,,FR00,UA Gifts,Available,1
CROG000649,,FR00,UA Gifts,Available,2
CROG000650,,FR00,UA Home,Available,1
CROG000651,,FR00,L07,Available,1
CROG000652,,FR00,UA Home,Available,1
CROG000657,,PT00,UA Home,Available,2
CROG000660,,PT00,UA Home,Available,2
CROG000668,,PT00,UA Home,Available,1
CROG000671,,10ZOD,S01,Available,1
CROG000671,,10ZOD,UA Leather SM Women,Available,1
CROG000672,,FR00,UA Gifts,Available,1
CROG000674,,FR00,L02,Available,1
CROG000676,,FR00,UA Gifts,Available,1
CROG000677,,FR00,L02,Available,1
CROG000678,,FR00,L07,Available,1
CROG000678,,FR00,S01,Available,1
CROG000679,,FR00,UA Home,Available,1
CROG000680,,FR00,UA Home,Available,1
CROG000681,,FR00,UA Home,Available,1
CROG000685,,IT00,UA Home,Available,1
CROG000699,,FR00,UA Home,Available,1
CROG000700,,FR00,UA Home,Available,2
CROG000701,,FR00,UA Home,Available,2
CROG000708,,FR00,L06,Available,1
CROG000716,,FR00,UA Cufflinks,Available,3
CROG000717,,FR00,UA Cufflinks,Available,1
CROG000718,,FR00,UA Gifts,Available,1
CROG000720,,IT00,UA Cufflinks,Available,1
CROG000721,,FR00,UA Cufflinks,Available,1
